gene,score_dn,adj_p_dn,score_up,adj_p_up,reversal_score
TSSK2,47.42530654144766,0.0004583105532042478,24.106490262222916,0.004214178750841679,33.81209384708887
GFER,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
HOXA10,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
ISM1,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
OGFOD1,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
NAGLU,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
SNU13,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
TMOD4,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
PGD,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
SAP30,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
IFIT2,48.1502529637702,0.000453250196222031,23.722061659079653,0.004214178750841679,33.79679377850567
ULK4,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
AQP9,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
OAS1,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
NIPBL,23.722061659079653,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.79679377850567
FAAH,23.53295495022006,0.005534744483455436,48.51854193085795,0.00026988822898898535,33.790304252984214
ZBTB16,48.51854193085795,0.000453250196222031,23.53295495022006,0.00422243054534467,33.790304252984214
RPS6KA6,33.789306552843094,0.0016716592266615318,33.789306552843094,0.0011507839774940367,33.789306552843094
CBS,23.913230103586077,0.005534744483455436,47.42530654144766,0.00027633824453739803,33.67628643509768
ZNF512,47.7858596099108,0.000453250196222031,23.722061659079653,0.004214178750841679,33.668666562524095
NEK8,23.53295495022006,0.005534744483455436,48.1502529637702,0.00026988822898898535,33.66181417924625
RNF43,23.345880542330317,0.005584360126083513,48.51854193085795,0.00026988822898898535,33.65572884377717
PODXL,16.37326693426548,0.017726959562131286,68.69251988203348,6.113652376246267e-05,33.536859787640715
P4HA2,16.37326693426548,0.017726959562131286,68.69251988203348,6.113652376246267e-05,33.536859787640715
SOCS5,16.37326693426548,0.017726959562131286,68.69251988203348,6.113652376246267e-05,33.536859787640715
NFE2L1,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
IL4R,47.7858596099108,0.000453250196222031,23.53295495022006,0.00422243054534467,33.53419868518661
PDK1,47.7858596099108,0.000453250196222031,23.53295495022006,0.00422243054534467,33.53419868518661
TSPAN10,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
IL15RA,47.7858596099108,0.000453250196222031,23.53295495022006,0.00422243054534467,33.53419868518661
NHLH2,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
DENR,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
FABP5,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
TRPM2,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
LYPD6B,23.53295495022006,0.005534744483455436,47.7858596099108,0.0002713703025376255,33.53419868518661
AMD1,4.730512116594886,0.13334665058504755,237.60806364695338,2.7997116691426424e-09,33.52622591468598
PAPD7,23.345880542330317,0.005584360126083513,47.42530654144766,0.00027633824453739803,33.27439768350486
BTN3A1,23.345880542330317,0.005584360126083513,47.42530654144766,0.00027633824453739803,33.27439768350486
PYGL,16.235114897869295,0.017726959562131286,68.1698321621447,6.12915892724042e-05,33.26777807009186
MS4A10,68.1698321621447,0.00012443682497553899,16.235114897869295,0.014592366533525901,33.26777807009186
ALDH1B1,16.235114897869295,0.017726959562131286,68.1698321621447,6.12915892724042e-05,33.26777807009186
AK1,16.235114897869295,0.017726959562131286,68.1698321621447,6.12915892724042e-05,33.26777807009186
ACSL4,15.697777723674061,0.017726959562131286,69.75515633937226,5.721360848878181e-05,33.0907984082524
NPHS2,23.16080953276181,0.0056944985990531405,47.06853943122217,0.000283846046416609,33.01735114681106
ADAP2,16.09851259160685,0.017726959562131286,67.65278573788646,6.12915892724042e-05,33.00165485333494
CBX7,16.09851259160685,0.017726959562131286,67.65278573788646,6.12915892724042e-05,33.00165485333494
PDCD1LG2,66.63528903911535,0.00012443682497553899,16.235114897869295,0.014592366533525901,32.89120815358974
ITGB4,9.575873555104177,0.05167241515082691,112.32217220720173,2.662351658289678e-06,32.79608084041141
PAM,66.13467868968416,0.00012443682497553899,16.235114897869295,0.014592366533525901,32.76742448317674
CD40LG,15.963437171193506,0.017726959562131286,67.14129829198822,6.12915892724042e-05,32.73844676945618
FABP2,15.963437171193506,0.017726959562131286,67.14129829198822,6.12915892724042e-05,32.73844676945618
PLCG2,67.14129829198822,0.00012443682497553899,15.963437171193506,0.014592366533525901,32.73844676945618
CCL13,16.654313756950646,0.017726959562131286,63.70993588448946,6.26829807582871e-05,32.57368971509823
SUCLG1,9.492037390606903,0.05167241515082691,111.4983207911654,2.662351658289678e-06,32.53223370658131
SCNM1,111.4983207911654,7.1991198072225475e-06,9.492037390606903,0.04570047232668004,32.53223370658131
PTGER1,9.40915337194927,0.05167241515082691,112.32217220720173,2.662351658289678e-06,32.50933012795033
SHC1,15.963437171193506,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.49210347299545
TUBA1B,15.829866216943264,0.017726959562131286,66.63528903911535,6.12915892724042e-05,32.47811125691489
PTGDR2,66.63528903911535,0.00012443682497553899,15.829866216943264,0.014592366533525901,32.47811125691489
HK1,66.63528903911535,0.00012443682497553899,15.829866216943264,0.014592366533525901,32.47811125691489
PON1,15.697777723674061,0.017726959562131286,67.14129829198822,6.12915892724042e-05,32.46489144701593
ACSS2,15.310192995146434,0.017726959562131286,68.69251988203348,6.113652376246267e-05,32.42985872181478
CDO1,16.09851259160685,0.017726959562131286,65.14934481935528,6.12915892724042e-05,32.38529832978735
BCL10,15.567150092579388,0.017726959562131286,67.14129829198822,6.12915892724042e-05,32.329532442057136
TPMT,15.4379621213259,0.017726959562131286,67.65278573788646,6.12915892724042e-05,32.31750521967419
CHI3L2,9.492037390606903,0.05167241515082691,109.876746878485,2.662351658289678e-06,32.29480128021893
CNTN4,16.235114897869295,0.017726959562131286,64.18469102051411,6.168183346807935e-05,32.28073470976592
CERK,9.40915337194927,0.05167241515082691,110.68322124491725,2.662351658289678e-06,32.27127831981281
BRD9,110.68322124491725,7.1991198072225475e-06,9.40915337194927,0.04570047232668004,32.27127831981281
SLC15A1,64.66446989952124,0.00012443682497553899,16.09851259160685,0.014592366533525901,32.26455923931125
IGF1R,9.327207470258058,0.05167241515082691,111.4983207911654,2.662351658289678e-06,32.24853439467579
TAOK1,66.13467868968416,0.00012443682497553899,15.697777723674061,0.014592366533525901,32.22060654142417
EXD1,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
HDAC1,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
TMEM9,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
GPD1,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
BOLL,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
CREM,66.13467868968416,0.00012443682497553899,15.697777723674061,0.014592366533525901,32.22060654142417
BLVRA,15.697777723674061,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.22060654142417
GAS6,67.14129829198822,0.00012443682497553899,15.4379621213259,0.014592366533525901,32.195105525659606
NLRC5,16.235114897869295,0.017726959562131286,63.70993588448946,6.26829807582871e-05,32.16112761114841
GAPDHS,15.697777723674061,0.017726959562131286,65.63938941592905,6.12915892724042e-05,32.09972811362953
GABBR2,15.697777723674061,0.017726959562131286,65.63938941592905,6.12915892724042e-05,32.09972811362953
TICAM1,15.567150092579388,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.086266057097156
GSAP,15.567150092579388,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.086266057097156
CBX2,15.567150092579388,0.017726959562131286,66.13467868968416,6.12915892724042e-05,32.086266057097156
SEMA3E,9.492037390606903,0.05167241515082691,108.2891785991164,2.662351658289678e-06,32.06064460145681
GPX6,9.327207470258058,0.05167241515082691,109.876746878485,2.662351658289678e-06,32.01317251214973
MYBPC2,109.876746878485,7.1991198072225475e-06,9.327207470258058,0.04570047232668004,32.01317251214973
PRM2,64.18469102051411,0.00012443682497553899,15.963437171193506,0.014592366533525901,32.009503002365484
UCN2,64.18469102051411,0.00012443682497553899,15.963437171193506,0.014592366533525901,32.009503002365484
FDPS,15.829866216943264,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.99421678208385
CALM1,15.697777723674061,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.979680014303387
TNFRSF18,9.575873555104177,0.05167241515082691,106.73464837195932,2.6814624934392762e-06,31.96994677440656
BTNL10,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
CNR2,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
CSNK1G1,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
PHKA1,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
CDC14A,15.567150092579388,0.017726959562131286,65.63938941592905,6.12915892724042e-05,31.965891619396984
GPR157,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
C5ORF58,15.567150092579388,0.017726959562131286,65.63938941592905,6.12915892724042e-05,31.965891619396984
CTSB,65.63938941592905,0.00012443682497553899,15.567150092579388,0.014592366533525901,31.965891619396984
SELENOI,66.13467868968416,0.00012443682497553899,15.4379621213259,0.014592366533525901,31.952850647749777
RHPN2,9.40915337194927,0.05167241515082691,108.2891785991164,2.662351658289678e-06,31.920361682811375
LPXN,5.045832902433357,0.13334665058504755,201.35437989108564,1.6517124203207315e-08,31.87476360859019
MEFV,64.66446989952124,0.00012443682497553899,15.697777723674061,0.014592366533525901,31.860453152802087
ATP1A4,4.999193640965483,0.13334665058504755,202.7759766782662,1.6517124203207315e-08,31.83891287639315
KCNS1,15.4379621213259,0.017726959562131286,65.63938941592905,6.12915892724042e-05,31.83297672964426
RSAD2,9.086862037297868,0.05167241515082691,111.4983207911654,2.662351658289678e-06,31.830329222609375
COX6A2,67.14129829198822,0.00012443682497553899,15.058829906129759,0.014852332237359938,31.797317349986795
FCRL6,67.14129829198822,0.00012443682497553899,15.058829906129759,0.014852332237359938,31.797317349986795
ILK,15.963437171193506,0.017726959562131286,63.2401334981539,6.4635123649085e-05,31.773100223233957
CD46,9.246185916526517,0.05167241515082691,109.07877334887964,2.662351658289678e-06,31.75787489632137
SSTR5,9.246185916526517,0.05167241515082691,109.07877334887964,2.662351658289678e-06,31.75787489632137
EZH1,15.697777723674061,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.74203857509358
OXT,9.166075194788256,0.05167241515082691,109.876746878485,2.662351658289678e-06,31.73544586179481
EFL1,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
PVR,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
FZD9,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
SLC28A2,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
ROCK2,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
TRIP10,65.14934481935528,0.00012443682497553899,15.4379621213259,0.014592366533525901,31.71392623990928
MTNR1A,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
CDC42SE2,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
ENPP3,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
TMA7,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
BIN2,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
PDE3A,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
JAK1,15.4379621213259,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.71392623990928
TNFRSF14,15.310192995146434,0.017726959562131286,65.63938941592905,6.12915892724042e-05,31.700973487283413
NDUFS5,9.327207470258058,0.05167241515082691,107.50784281550115,2.662351658289678e-06,31.666195771201682
HORMAD2,9.327207470258058,0.05167241515082691,107.50784281550115,2.662351658289678e-06,31.666195771201682
POLB,9.246185916526517,0.05167241515082691,108.2891785991164,2.662351658289678e-06,31.642722355628234
RIPK2,15.310192995146434,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.58241666959121
OR10S1,9.166075194788256,0.05167241515082691,108.2891785991164,2.662351658289678e-06,31.505344845301344
MYBBP1A,108.2891785991164,7.1991198072225475e-06,9.166075194788256,0.04570047232668004,31.505344845301344
TNIP3,9.166075194788256,0.05167241515082691,108.2891785991164,2.662351658289678e-06,31.505344845301344
NDFIP1,63.70993588448946,0.00012547179145470168,15.567150092579388,0.014592366533525901,31.492572684721345
KIAA1524,15.567150092579388,0.017726959562131286,63.70993588448946,6.26829807582871e-05,31.492572684721345
CALCRL,15.4379621213259,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.4782596206287
PSG4,15.4379621213259,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.4782596206287
VCAM1,64.66446989952124,0.00012443682497553899,15.310192995146434,0.014592366533525901,31.464670888005603
SLC32A1,15.310192995146434,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.464670888005603
NOP10,15.310192995146434,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.464670888005603
IFIH1,15.310192995146434,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.464670888005603
DUOXA2,64.66446989952124,0.00012443682497553899,15.310192995146434,0.014592366533525901,31.464670888005603
SEC14L1,64.66446989952124,0.00012443682497553899,15.310192995146434,0.014592366533525901,31.464670888005603
BCL9L,15.310192995146434,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.464670888005603
RBM47,64.66446989952124,0.00012443682497553899,15.310192995146434,0.014592366533525901,31.464670888005603
SDHA,15.310192995146434,0.017726959562131286,64.66446989952124,6.12915892724042e-05,31.464670888005603
FERMT1,15.183822278252531,0.017726959562131286,65.14934481935528,6.12915892724042e-05,31.451805564731618
NADSYN1,9.246185916526517,0.05167241515082691,106.73464837195932,2.6814624934392762e-06,31.41478000212989
PPIB,9.086862037297868,0.05167241515082691,108.2891785991164,2.662351658289678e-06,31.368914964698405
ABCG2,15.310192995146434,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.34772729972483
PIK3R3,15.310192995146434,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.34772729972483
GABRG3,109.07877334887964,7.1991198072225475e-06,9.008533417914352,0.045953108994191964,31.347085588591607
HPD,8.931076548552927,0.05198457093155033,109.876746878485,2.662351658289678e-06,31.325989805235576
CYBB,15.058829906129759,0.017861462027660154,65.14934481935528,6.12915892724042e-05,31.32208329805773
TGFBR2,9.246185916526517,0.05167241515082691,105.9694797833701,2.7317465778409266e-06,31.301972965847348
NUSAP1,9.086862037297868,0.05167241515082691,107.50784281550115,2.662351658289678e-06,31.25554247796643
ASAH1,107.50784281550115,7.1991198072225475e-06,9.086862037297868,0.04570047232668004,31.25554247796643
DPYSL2,9.086862037297868,0.05167241515082691,107.50784281550115,2.662351658289678e-06,31.25554247796643
COL8A1,15.183822278252531,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.218086767770334
MYO1G,15.183822278252531,0.017726959562131286,64.18469102051411,6.168183346807935e-05,31.218086767770334
CBLB,15.183822278252531,0.017726959562131286,63.70993588448946,6.26829807582871e-05,31.10241700943757
MARCKS,15.058829906129759,0.017861462027660154,64.18469102051411,6.168183346807935e-05,31.089328469032843
GJB6,37.430556867997495,0.0016209275223648388,25.731659929924053,0.003973055754728169,31.034663850523575
CYP2D6,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
CA5A,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
SLC7A14,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
ZHX2,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
UNG,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
L1CAM,15.058829906129759,0.017861462027660154,63.70993588448946,6.26829807582871e-05,30.974135788024164
UBB,4.774003598445465,0.13334665058504755,199.9475632298851,1.6517124203207315e-08,30.895798846443082
ASRGL1,63.2401334981539,0.00012897107915002187,14.935196177298002,0.015099529113373797,30.732780545753478
PFKP,14.935196177298002,0.018144018276774584,63.2401334981539,6.4635123649085e-05,30.732780545753478
IL11RA,63.2401334981539,0.00012897107915002187,14.935196177298002,0.015099529113373797,30.732780545753478
TUBD1,63.2401334981539,0.00012897107915002187,14.935196177298002,0.015099529113373797,30.732780545753478
RPS6KB2,36.83615594032715,0.0016209275223648388,25.31172760061067,0.004147944963923537,30.535008515066398
WARS2,25.31172760061067,0.005534744483455436,36.83615594032715,0.0011002477117794851,30.535008515066398
RAC1,36.543850183093305,0.0016209275223648388,25.105255604213053,0.004214178750841679,30.2893165919706
MMP23B,25.105255604213053,0.005534744483455436,36.543850183093305,0.0011002477117794851,30.2893165919706
CARS,23.722061659079653,0.005534744483455436,38.65991025766182,0.0009377496893888206,30.283539668716728
PHB2,17.088103602342734,0.01707556712760079,53.26347314871038,0.00022953726475276516,30.169052808892815
ACTR1A,25.31172760061067,0.005534744483455436,35.68594204325646,0.0011002477117794851,30.054497902478545
CEACAM19,24.901067311009644,0.005534744483455436,36.25474367187441,0.0011002477117794851,30.046327770906473
AURKA,36.25474367187441,0.0016209275223648388,24.901067311009644,0.004214178750841679,30.046327770906473
NUDT19,36.25474367187441,0.0016209275223648388,24.901067311009644,0.004214178750841679,30.046327770906473
NRG4,36.25474367187441,0.0016209275223648388,24.901067311009644,0.004214178750841679,30.046327770906473
NKX3-1,9.92102965499421,0.05167241515082691,90.89942248104335,1.2150545721023345e-05,30.030249184052376
MCTP2,52.84372510438544,0.000453250196222031,16.94184468663895,0.013357370904002021,29.921065879776773
ADAM12,35.12938694213557,0.0016209275223648388,25.31172760061067,0.004147944963923537,29.819213152861444
CYB561D1,24.699129212589373,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.806002449671375
AK8,24.699129212589373,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.806002449671375
ICK,35.96878960319749,0.0016209275223648388,24.699129212589373,0.004214178750841679,29.806002449671375
APP,24.699129212589373,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.806002449671375
SMKR1,24.699129212589373,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.806002449671375
DAG1,24.699129212589373,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.806002449671375
ADH7,37.131708634514915,0.0016209275223648388,23.913230103586077,0.004214178750841679,29.798306876674538
ASPA,35.68594204325646,0.0016209275223648388,24.699129212589373,0.004214178750841679,29.68857850418856
DAPK3,25.945190519223893,0.005534744483455436,33.789306552843094,0.0011507839774940367,29.60861354447341
CLDN1,25.31172760061067,0.005534744483455436,34.584727540369165,0.0011002477117794851,29.58714590228605
S100A6,24.699129212589373,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.571966787725874
CYP2C19,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
LGALS16,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
PSMA1,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
OXSR1,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
HOXA3,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
ZBTB32,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
SLPI,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
FCGR1B,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
PDE11A,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
LAMTOR3,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
GPX1,35.68594204325646,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.56830176272248
TOP2A,24.49940842451797,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.56830176272248
CSNK1A1L,36.25474367187441,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.5630618388121
WDFY4,89.53670420948501,3.093003200604204e-05,9.746459767690425,0.04472803337373801,29.540918829808657
PIK3CD,24.901067311009644,0.005534744483455436,34.855591702953106,0.0011002477117794851,29.460845798454336
CLEC12A,24.901067311009644,0.005534744483455436,34.855591702953106,0.0011002477117794851,29.460845798454336
BRSK2,24.699129212589373,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.456158392479768
BMPR1A,35.12938694213557,0.0016209275223648388,24.699129212589373,0.004214178750841679,29.456158392479768
IGFN1,24.699129212589373,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.456158392479768
ATP6V1A,24.49940842451797,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.45216247296325
PGF,24.49940842451797,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.45216247296325
AREG,24.49940842451797,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.45216247296325
NME8,35.68594204325646,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.448857695983943
MFAP4,24.301872668713624,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.448857695983943
SEMA4D,24.106490262222916,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.446243840487114
MS4A8,34.584727540369165,0.0016209275223648388,24.901067311009644,0.004214178750841679,29.346151850211324
NCF1,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
SNUPN,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
SHISA5,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
SCN10A,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
EBI3,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
NOD2,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
ALAD,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
GRM8,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
GPN1,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
IGLL1,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
KCNK5,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
GJB1,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
PRKCE,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
CHRNA9,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
PRKAA1,35.40615590806419,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.33318756232262
USP7,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
BACH2,24.301872668713624,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.33318756232262
MYO9B,24.106490262222916,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.3302372026551
CD177,23.913230103586077,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.32797201186499
SIPA1L1,23.913230103586077,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.32797201186499
KCNH2,36.25474367187441,0.0016209275223648388,23.722061659079653,0.004214178750841679,29.326391950226892
SH3BP4,23.722061659079653,0.005534744483455436,36.25474367187441,0.0011002477117794851,29.326391950226892
SIK1,23.53295495022006,0.005534744483455436,36.543850183093305,0.0011002477117794851,29.325497098366906
KCNK7,9.660676159098324,0.05167241515082691,88.86636309063813,1.3173541965709453e-05,29.300326879669843
MARK3,9.660676159098324,0.05167241515082691,88.86636309063813,1.3173541965709453e-05,29.300326879669843
NXPE4,9.660676159098324,0.05167241515082691,88.86636309063813,1.3173541965709453e-05,29.300326879669843
EIF2S1,15.963437171193506,0.017726959562131286,53.687938080386985,0.00022231988758540243,29.275314283491216
NOL9,4.999193640965483,0.13334665058504755,171.03704716274783,9.111620462943031e-08,29.241192153288182
REPS2,34.584727540369165,0.0016209275223648388,24.699129212589373,0.004214178750841679,29.226916606131688
SIGLEC12,34.855591702953106,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.222275356462028
HMGCR,34.855591702953106,0.0016209275223648388,24.49940842451797,0.004214178750841679,29.222275356462028
SLCO6A1,24.301872668713624,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.21831426345041
CEACAM21,35.12938694213557,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.21831426345041
STK32A,35.12938694213557,0.0016209275223648388,24.301872668713624,0.004214178750841679,29.21831426345041
LIPC,24.301872668713624,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.21831426345041
MLLT11,35.40615590806419,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.215032990234597
IFIT3,24.106490262222916,0.005534744483455436,35.40615590806419,0.0011002477117794851,29.215032990234597
CDK2,23.913230103586077,0.005534744483455436,35.68594204325646,0.0011002477117794851,29.212431318594973
IFI30,23.722061659079653,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.210509149439932
ARPC4,23.722061659079653,0.005534744483455436,35.96878960319749,0.0011002477117794851,29.210509149439932
GABRB1,36.25474367187441,0.0016209275223648388,23.53295495022006,0.00422243054534467,29.20926650160863
TRIB3,23.53295495022006,0.005534744483455436,36.25474367187441,0.0011002477117794851,29.20926650160863
CYP4F2,35.12938694213557,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.100622402939287
KDELC1,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
TIPIN,35.12938694213557,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.100622402939287
TINF2,35.12938694213557,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.100622402939287
E2F7,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
IGSF9,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
BST2,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
GJD3,35.12938694213557,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.100622402939287
CLEC7A,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
DSG1,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
CPLX1,35.12938694213557,0.0016209275223648388,24.106490262222916,0.004214178750841679,29.100622402939287
PLEKHO2,24.106490262222916,0.005534744483455436,35.12938694213557,0.0011002477117794851,29.100622402939287
