,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
cpi-169,0.094717346,-0.2760532,-0.043736316,-0.31988406,-0.06227223,-0.14729647,-0.27357736,-0.034025636,-0.078336924,-0.046736225,0.042631295,-0.05890302,0.06375314,-0.020561056,-0.18020467,0.0041565523,0.05198361,-0.065608576,0.02414647,0.2395999,0.22623855,-0.040641084,-0.14071126,0.15166876,-0.031592675,0.20229252,-0.27997786,-0.1663767,-0.17977224,0.32519555,0.0065560564,-0.13419792,0.0008615304,-0.15835164,0.033050682,0.028415395,0.0764853,-0.043117408,0.11132361,-0.017685642,0.17107536,-0.1625944,0.032121547,-0.0032425951,0.06592967,0.083228216,-0.07777217,0.074047506,0.23623896,0.07645664,-0.007246878,0.18917353,-0.23811162,0.019988213,0.08200265,0.14939788,0.030730432,-0.098939896,0.099821575,0.022892164,0.09163582,0.014938096,-0.041888468,-0.09264189,0.0024750945,-0.079935834,0.0063873995,-0.009282138,0.041170843,0.008868333,-0.003471745,0.024236005,-0.028242547,-0.0573344,-0.34458587,-0.05635135,0.11555809,-0.03518372,-0.24085316,0.15545264,-0.0057968535,-0.013619103,-0.026190385,0.17762606,0.20871553,0.05657726,0.067098916,0.23737895,-0.04596586,0.17490228,-0.03374837,0.029835422,-0.15061344,0.19779171,-0.03684602,-0.18384954,-0.2999557,0.09485586,0.19199741,0.095510356,0.209013,-0.1477245,-0.36326247,-0.09894347,-0.16961716,-0.10514753,0.016025793,-0.03061562,0.24893157,0.07923566,-0.054806996,-0.085139364,-0.08081152,0.0007152762,-0.21716148,0.14115049,0.06466878,-0.07900594,0.16177519,-0.12375638,-0.08884457,0.022785772,-0.1401594,-0.0052390136,-0.045923643,0.08098268,0.055800706,-0.15029795
crizotinib,0.97712296,0.20699516,1.0203915,0.066032864,-0.8523614,-0.45460942,0.9135726,0.50609064,0.4213604,0.40534976,0.11498365,0.7399279,0.7370563,-0.34303793,0.3505682,-0.6270101,0.6297406,0.037820235,0.702349,-0.26719856,-0.8882643,0.031531215,-0.38265514,0.5683355,0.29398894,-0.46681455,0.4505004,-0.45389792,-0.18655105,-0.5793893,0.58480877,0.6737995,-0.07417931,0.17834666,0.33297998,0.829684,0.0796862,0.2252743,-0.82352805,-0.6608744,-0.25667137,1.0062226,0.15880856,-0.09641896,-0.031057598,0.10762849,0.22148335,-0.54803187,0.35572895,0.6206449,0.15220994,-0.56439424,1.0262122,-0.2922054,-0.1260821,1.236292,1.1788349,0.35422057,-0.2066618,0.2302835,-0.22882783,0.374776,-0.36469123,0.045805242,-0.6563711,-0.1265848,-0.51764166,-0.03014224,-1.1858352,-0.22236225,1.2975885,-0.07961817,-0.13644475,-0.4023222,-0.26854095,-0.12654394,-0.3887202,-0.2207483,-0.24326855,0.60216224,-0.24450445,1.016763,0.48361754,-0.42065403,0.65699965,1.1643972,-0.8755035,0.2050483,-0.17015591,-0.5851173,-0.17585292,0.38359347,0.59169555,0.32379732,1.0953932,-0.13202764,0.39906892,-0.02593337,-0.68086785,-0.29940018,-0.794259,0.40983817,0.73256934,0.008397004,-0.38972324,-0.49364108,-0.71566635,0.080669835,0.21193977,-0.32970652,0.8860891,-0.5252177,0.98226994,0.44818687,0.5671825,0.18439975,-0.9330167,0.3959611,0.09583103,0.5274518,0.04915488,-0.45327568,0.862039,0.14388517,-0.062550925,-0.42689872,-0.7846765,0.95490664
cromoglicic-acid,-0.17074357,0.1352134,0.03246357,-0.066777006,-0.36807,-0.059103843,0.08116034,0.19806975,0.09735085,0.014044205,0.13021722,0.025717925,0.072736636,-0.22958249,-0.052407984,-0.14668752,0.022023773,-0.30359513,-0.17839527,-0.13510606,0.11335206,-0.07188606,-0.14169382,0.0038566533,-0.09051965,0.19506867,0.10859347,-0.12554367,-0.14926916,0.11729856,0.28908822,0.21153298,-0.2047847,0.18737222,-0.0021416433,0.033078447,-0.092050955,-0.06710917,-0.052171044,0.06765932,-0.06623241,0.2207994,-0.057198644,-0.09521955,0.050104216,-0.05642656,-0.14553414,0.20927778,-0.026829727,-0.52019274,-0.26203063,0.06904179,0.19214633,-0.06380816,0.02142952,-0.022815876,0.021798315,-0.1416325,-0.027024362,0.15616567,-0.107687235,-0.01894887,-0.122864306,-0.019604715,0.19678797,0.11553589,0.08442384,-0.026944958,0.07395627,0.026694711,-0.06556422,-0.08449687,-0.20540565,-0.03466894,0.20569861,0.04224164,-0.07796085,0.13264152,0.16941792,-0.021197822,-0.25156704,-0.024092548,0.09328,-0.25671923,-0.06484417,0.13342816,0.15647171,-0.005254321,-0.030233476,-0.0057851537,0.062031228,-0.20640124,-0.08727992,0.35871068,-0.049257442,-0.081038,0.0826883,-0.015150342,-0.062075354,0.26891652,-0.038035262,-0.01379624,-0.031624854,0.14008763,0.07826698,-0.2181619,0.2655184,0.29774177,0.3241159,0.20893627,-0.07558577,0.16315901,0.09343187,-0.067853004,-0.193151,0.20343554,0.035198875,0.18835407,-0.07988945,0.13264427,0.073456585,0.033050463,-0.06971494,-0.020190896,-0.079662815,0.12002926,0.16206151,-0.16673395
curcumin,-0.01665774,-0.46248567,-0.038283437,-0.24511431,-0.027355464,-0.2886179,-0.3303363,-0.09998512,-0.014971603,-0.054690965,0.1305307,-0.020497937,-0.029084321,0.020991098,-0.09793384,-0.0076859817,0.021275498,0.4614307,-0.12309186,0.055998057,0.20580101,-0.074371964,0.14038266,0.051755756,0.03015488,-0.030228954,-0.09787856,-0.019448679,0.13563378,0.0206546,0.1399095,0.033318352,0.04070426,-0.2799296,-0.12944253,-0.08556711,0.052437417,0.20016748,-0.14597431,0.22722732,0.014559755,0.07828069,0.012962181,0.104877494,-0.0052732117,-0.3818251,-0.07367432,0.09411736,-0.040966596,-0.044193145,-0.03847695,0.24527186,-0.26406354,0.105676636,0.12633766,0.012453902,-0.07069068,0.043579563,0.18691863,0.21418251,-0.12526125,-0.11279406,0.03933519,0.07715699,-0.2598251,-0.040052257,0.051123496,0.07941566,-0.26637518,0.036487173,-0.05289471,0.11450662,-0.14346373,-0.19752508,0.01319157,-0.14335206,0.028794914,-0.00061012805,-0.21713227,-0.08523455,0.19885394,-0.1330652,0.20304906,0.04563163,0.22524348,0.094131306,-0.02382491,-0.025724329,-0.12458067,0.09081186,-0.09546461,0.04321218,-0.069815665,0.22428896,0.250918,-0.13493426,-0.060219467,0.07214342,0.01581128,0.17818585,0.111967765,0.07557069,-0.11822981,-0.25051248,-0.040767774,-0.20774457,-0.067514494,-0.050366614,0.31688276,0.37245643,0.06180392,-0.25089934,0.029315323,0.110480756,-0.18335776,0.18919785,-0.05466076,0.22527926,0.06482553,0.09446734,0.23228617,-0.093326345,-0.011108391,0.0019394048,-0.22171737,0.014400258,-0.05401235,-0.0389303
cutamesine,-0.0021401392,0.1650367,0.2370015,0.02837719,0.0771742,-0.12891567,0.04568296,-0.15853263,-0.11736913,0.026412949,0.13579433,0.07273512,0.08188177,0.040197313,-0.06444246,-0.12417142,-0.17164421,0.19168337,-0.0493711,-0.10241583,-0.062057905,-0.018511385,-0.049771674,0.078944005,0.11476449,0.06048285,-0.0786971,0.02977804,0.16738743,-0.043615997,-0.16646987,-0.11239301,-1.3041015,0.1736913,0.337668,0.08951716,0.17056042,-0.16687664,0.08851912,-0.14066121,-0.09198715,-0.012557872,0.045290228,-0.4288592,0.058471322,0.097242795,-0.059337556,-0.1911194,-0.12158659,-1.5230706,-0.0414719,0.83231795,-0.013553429,-0.039449554,-0.14898552,-0.0757944,-0.03677415,-0.121269666,-0.24587074,-0.103394926,0.07758249,0.12656087,-0.04829497,-0.24882597,0.13981503,-0.06131684,-0.074016824,-0.16233546,-0.07479189,-0.008374788,0.3630776,-0.10515453,0.10230617,-0.15439628,0.16054153,0.16321489,0.10141486,-0.01664009,0.06591952,-0.13389386,-0.7944295,-0.048674006,-0.026186965,0.23987919,0.110607244,-0.08580377,-0.08001028,0.13063121,-0.08100323,-0.13258976,-0.98542297,0.102064654,0.10747876,0.3443412,0.18975824,0.032474168,-0.02636527,0.0985439,0.18273191,-0.52644265,-0.004045534,0.27535918,0.33496523,-0.01794532,0.035582345,-0.109461755,3.729947e-05,-0.23960845,-0.62046844,-0.18405066,0.11929962,0.11160304,0.039865293,0.009488016,0.30459356,-0.38887012,-0.11619704,0.0041517466,-0.02038635,-0.1012139,0.06210998,-0.082510985,-0.091637425,-0.15841073,-0.13262397,0.06657415,0.08993063,0.17062819
cyanocobalamin,-0.21299087,0.30588388,-0.26696807,0.080604315,0.07158019,-0.40519607,-0.15882966,-0.33206013,0.09143743,-0.29204366,0.2014076,0.0025743525,-0.6961074,0.56590337,-0.24159706,0.46077994,-0.27772728,0.35530934,0.70530146,0.3307042,0.28698266,0.17438123,-0.054023523,0.43304577,0.09018499,0.20000467,-0.26395068,-0.12656415,0.21351573,-0.04661836,0.23008144,-0.0070118755,-0.8431596,-0.029631045,0.117008805,0.07566501,-0.10393416,-0.32976168,0.41465244,-0.048654873,0.51211745,-0.8494685,-0.10920921,-0.37156764,-0.003042344,-0.16109052,0.14653316,0.07607381,-0.21648882,-0.11846017,0.2649004,0.32054508,-0.17323999,0.001386527,0.072844096,-0.06329583,-0.3489771,-0.31143534,0.18592252,0.013385067,-0.1301377,0.24404901,0.16261289,-0.18516497,0.24508753,-0.107830614,-0.024258658,-0.088322945,0.56270385,-0.2222597,-0.15456626,-0.2406388,0.41631025,0.20978792,0.008593433,-0.3079375,-0.09390779,-0.34599367,-0.035808526,0.050996915,-1.0300912,-0.456399,-0.54890776,0.46286464,-0.24519497,-0.3828089,0.108360216,0.4981684,-0.5318856,0.09822825,-1.3245999,0.013847064,0.2564837,0.47759837,-0.34119022,-0.08417062,-0.34836754,0.40535104,0.7479388,-0.41526973,0.37880138,-0.22305794,-0.1022534,0.18555412,-0.3782273,0.2283531,-0.20738532,-0.24710713,-0.2950683,-0.16670801,0.7522189,-0.9150665,-0.27824667,0.02110149,-0.34785607,0.1460399,-0.22270802,-0.32936287,-0.14537695,0.006376449,0.0626488,0.31078318,-0.18742788,0.13446689,0.25840396,-0.3361457,0.28933465,-0.053250324
cyclizine,0.19489104,0.15761589,0.16120054,0.13419093,-0.2688786,-0.013267238,0.064695716,-0.3963176,-0.033387367,0.0954706,0.21863447,-0.0835516,-0.1801899,0.013772581,-0.09804043,0.11916694,-0.10277803,0.46262875,0.22870657,0.25110593,0.0018017516,0.12924847,0.023244582,-0.014500985,0.016790211,0.24481225,-0.06887607,-0.23403038,0.056875356,0.013355609,-0.000798814,-0.20152164,0.28075543,0.0133550055,-0.11585662,0.1239621,-0.092326485,-0.16985665,0.06344378,-0.2000728,0.24994242,-0.26076984,0.102608144,-0.21088971,0.0794982,-0.39165968,0.075862065,0.020258814,-0.17884666,0.5099612,0.03768737,-0.07413847,0.21376005,-0.055581972,-0.18460587,-0.02139727,-0.078061454,-0.0560693,0.11987419,0.012765538,0.020566285,0.18980217,0.121521525,-0.00818693,0.09040212,-0.32726464,-0.17148024,-0.015875403,0.24156716,-0.1266458,0.07913057,-0.080417655,0.18370238,0.059823506,0.018718423,-0.1290839,-0.042464424,-0.12718324,0.0047711693,-0.032532472,0.20411864,0.0064630266,-0.3427565,0.15166502,-0.21745595,-0.14095712,-0.11624308,0.29025495,-0.14792967,0.031882152,-0.6903463,0.008380804,0.26824892,-0.11288692,0.17081776,0.05998153,0.05496398,0.11192923,0.3691352,0.09641913,-0.018649047,-0.13404195,-0.03882459,0.14936161,-0.038623013,0.17543639,-0.24781474,-0.09049645,0.5844176,-0.17663838,0.04477555,-0.44658804,-0.16615511,0.25901332,0.11047661,0.09692254,-0.098425314,-0.22751579,0.2018975,0.08718596,-0.24597602,0.13406563,0.06582832,0.025477882,0.13847959,-0.025500283,-0.23556691,-0.011133231
cyclobenzaprine,0.10059246,0.31190312,0.12430071,-0.09882765,-0.43388194,-0.04380725,0.04757397,0.19120757,0.11707997,0.017118307,0.07844339,0.12080474,0.08070057,0.13786614,-0.14433411,-0.09442482,0.1565878,-0.11899441,-0.14444263,-0.08904723,0.1538339,0.10576177,-0.2934445,0.1515984,-0.046107918,0.1677354,0.13232124,-0.18382454,-0.11799386,0.0040360093,-0.14242488,-0.1222218,-0.1359774,0.13539822,0.052081507,-0.00090548396,-0.19604103,-0.027457487,-0.2378262,0.031805355,0.048470177,0.09293999,0.11086555,-0.23672417,0.1718955,0.24843828,-0.44907042,-0.06657957,0.16330487,-0.17976305,-0.16364391,-0.026103668,0.15887684,-0.059409425,-0.042012967,-0.12230794,-0.0069600604,-0.1805116,0.0252426,0.11766174,-0.1572492,0.098685555,-0.09461392,0.04539288,-0.021394497,0.052959472,0.0364379,0.008757614,0.036799736,-0.031142466,0.077855065,-0.23176685,-0.07807751,-0.1444984,0.07783342,0.1363917,-0.03266791,0.19676325,-0.1952757,0.001328703,0.26147935,0.04171221,0.11412601,-0.11190891,0.16049899,0.14628313,0.08154248,0.13497138,-0.13313486,0.046052247,0.0005857907,-0.038535222,0.16178791,0.0024739988,0.21532145,0.060593322,0.022394404,-0.11090375,0.03292861,0.6980934,0.06393648,0.0022359919,0.098954394,0.25989234,0.10620354,-0.34580752,0.030315489,0.29522356,-1.0723357,0.03266294,0.038289312,0.4314518,0.17176844,-0.06441264,-0.099840604,0.21103586,-0.060635466,0.20856203,0.052267678,0.13405012,0.1323788,0.042578064,-0.031731762,-0.06939082,0.19460246,-0.011155022,-0.032748647,-0.015524378
cyclosporin-a,0.29930252,-0.1585709,-0.051787473,0.18915053,-0.5845096,0.3374661,0.47493133,0.14237057,0.0051223785,0.11203664,0.004255306,0.08364503,-0.046398867,0.11602371,0.17261596,0.32731614,0.2515753,0.18374376,0.4260381,0.17017823,-0.26612782,0.013755422,-0.18139666,-0.2356124,0.08792547,-0.09019517,0.08421868,-0.11672358,-0.10610849,-0.13072562,-0.003983725,-0.030451436,0.20904118,-0.09374897,0.027812134,0.22533938,0.015207712,0.03402514,-0.03127573,0.039698154,0.087086886,-0.0060373694,0.22505166,-0.2524797,0.059578247,-0.67042196,0.3234955,-0.29176164,-0.13619241,-0.08550258,0.29052702,0.15220731,0.07838205,-0.024419485,0.20615509,0.35129502,0.16499248,0.13148545,0.10609565,-0.040593043,0.18261242,0.21575986,0.017692251,0.19810966,-0.26033384,-0.05508029,0.01099564,0.17122065,0.22411054,0.08538553,0.23477325,0.038356625,0.14939561,0.35113433,-0.38790068,0.071940824,-0.20546025,-0.30034974,-0.1419671,0.18297362,0.26990435,0.64397913,0.11664295,-0.032177117,0.041955125,0.27267563,-0.13297802,0.09042456,0.2711152,-0.1168491,-0.24238291,0.07380383,0.08365242,-0.05462872,0.106378846,0.093154505,0.1086064,-0.3639419,-0.13500659,-0.06861949,-0.39790332,-0.36465588,0.02961553,0.3085451,0.20253308,0.2828772,-0.29879767,-0.042051546,1.6483549,-0.3368055,-0.38950285,-0.38399255,0.17215803,0.34744358,0.34990677,0.3356928,-0.17676863,-0.18515313,0.30563882,0.12851027,-0.081713915,-0.12471886,0.59902006,-0.20792878,0.11129084,-0.21083093,-0.5970994,0.08319426
cyproheptadine,-0.18628259,0.25480616,0.36595947,-0.0070905676,-0.2787349,-0.16969742,0.07844888,0.2112736,0.09269509,0.10634436,0.19650422,0.04818402,0.209429,-0.46414733,-0.12489341,-0.40239263,0.0227965,-0.35957327,-0.3529597,-0.11230817,0.1466722,-0.11107988,-0.30784416,0.06063243,-0.16902457,0.315372,0.099871404,-0.16650961,-0.254686,0.09603554,0.19511355,0.11851384,0.04464603,0.40717325,-0.013786424,0.1523535,-0.09807226,-0.22225939,-0.103051625,-0.15932262,-0.22801559,0.26088965,-0.017496748,-0.13694756,0.030666634,0.21850494,-0.25839654,0.25678974,0.078429654,-0.7308366,-0.39807987,0.030406302,0.35598767,-0.13219324,-0.17012985,0.012019211,0.048415206,-0.18983519,-0.16413236,0.14366165,-0.051969707,0.08211669,-0.18678696,-0.13597071,0.25981095,0.06984582,0.05278488,-0.0354593,-0.01370864,-0.017258838,-0.007190557,-0.06598255,-0.16435766,-0.20862691,0.34039384,0.061789803,3.2134354e-05,0.3209112,0.33586696,-0.010189865,-0.22098541,-0.027961392,0.0033938326,-0.28890854,-0.10338359,0.21164015,0.07978806,0.05728939,-0.043193217,0.09120819,-0.09582077,-0.18304405,-0.12943384,0.51185554,0.010095905,-0.012327958,0.06458986,0.038102977,-0.021630691,0.06999223,0.05010051,0.045805383,-0.010646537,0.17378053,0.06433335,-0.36778805,0.4074998,0.26812187,0.44968495,0.16458528,-0.31591636,0.44024664,0.13209087,-0.12321765,-0.25228,-0.008996606,0.075617604,0.19482303,-0.13400145,0.085010335,-0.014442138,0.009180907,-0.18984392,-0.111689806,-0.0072574243,0.24011733,0.25678384,-0.13584934
cyproterone-acetate,-0.09206505,-0.08294049,0.2145146,0.0015346436,-0.15318507,-0.08472262,-0.10224497,0.04468854,-0.027852397,0.011000466,0.028588094,0.04133208,0.053626414,-0.08308168,0.018411946,-0.14677005,-0.028323727,0.04498384,-0.15756026,-0.006362104,0.010276156,-0.046734344,-0.11565231,0.17172462,-0.1097809,-0.03951249,0.05575462,-0.031028647,-0.039962422,-0.12964815,-0.088942274,-0.09272277,0.028186604,0.2016798,-0.14192483,-0.026109152,-0.028497254,-0.016931012,-0.33518308,0.0115134,-0.04196498,0.03892995,0.38996223,-0.020570373,-0.03530006,-0.12068266,-0.06947818,-0.030480988,0.10966508,-0.34987962,-0.10906961,0.12578543,-0.13551033,0.096802846,-0.07711635,-0.045154538,-0.16751984,0.104421325,-0.20621623,0.007568996,0.09081259,0.031380467,-0.07346375,0.046362493,-0.0017612157,0.076022945,-0.06067643,-0.12765779,-0.115796834,0.05149047,0.047228795,-0.018225726,0.09055881,-0.3597513,0.2336852,0.022251049,0.12851855,0.19785595,-0.17283817,-0.04573055,0.05559288,-0.23883663,0.0805157,0.03768997,0.06430335,0.13689297,0.05845614,0.04763358,-0.09377898,0.026397973,-0.3172588,-0.03133034,0.108152695,0.012704801,0.06574128,0.053591136,-0.098712265,-0.036492325,0.05316563,0.2225164,0.082235746,-0.086466625,0.28180492,0.102143295,-0.022788057,-0.092993595,0.0129224695,0.009464448,0.5398332,0.1955119,0.12896942,0.2321145,0.08250333,0.024286926,-0.20253235,0.17662431,0.09731515,0.11561788,0.04816754,-0.0273976,-0.03636802,-0.08760717,-0.26911408,-0.17031434,0.025112972,0.020671805,0.056141064,0.0041739037
cytarabine,-0.20367946,-0.10119765,0.058942236,0.003958068,-0.65324265,0.05514431,0.04110775,0.06744492,-0.1636534,0.028262911,-0.17260106,-0.2201594,0.5503483,0.39789152,-0.006567452,-0.23664576,0.19157375,-0.010944313,0.044646755,0.026888238,-0.06556209,-0.26021808,-0.17420587,0.008889066,-0.063789316,0.1378928,0.060025558,0.048126377,0.13705002,0.12814394,0.14868714,0.18637641,-0.204786,-0.11042558,-0.2516057,0.04393605,-0.024443092,-0.15903805,-0.12354968,0.13059793,-0.045558285,0.3493491,0.5310552,0.1830384,0.02899751,0.02390199,0.0091709215,-0.004555016,-0.088326275,-0.21560694,-0.048115224,0.21326758,-0.16622402,0.010544132,-0.030991241,-0.07716685,-0.043815136,0.20437649,0.050885122,-0.11697521,0.11971195,0.035063706,0.07910721,0.13660331,0.09611449,-0.011241384,0.1316937,-0.07045416,-0.006397005,0.50649714,0.017561173,0.15966211,-0.1435565,-0.22622496,0.027052216,0.19587085,-0.16797206,0.17008281,-0.12693585,-0.1645991,-0.3586132,0.17942202,0.13700196,-0.018404257,0.027429938,0.09812001,0.24183622,-0.11656283,0.16191949,-0.11631615,0.6619686,-0.48537135,-0.24556373,0.35037065,-0.069300346,-0.13714072,-0.15552244,-0.35537404,-0.21057984,1.1969906,-0.02384492,0.121585906,0.08393153,0.06356099,0.19146207,0.095252305,0.034581497,0.11132182,-0.73250496,0.24104546,0.63158536,0.23314528,-0.16317587,0.28968146,0.19210158,0.3616181,0.10163788,0.15978813,0.0037485324,0.09905925,0.06037049,-0.062048256,-0.1441876,-0.22278428,-0.20754883,-0.08539826,-0.07093374,-0.09905417
cytisine,0.2085054,-0.26362553,0.07241013,-0.01588339,-0.17193775,-0.17864169,-0.2798881,-0.50897074,-0.03892913,0.09071794,0.3200079,-0.17611226,-0.15576328,0.107712515,-0.22919399,0.16500323,-0.19301909,0.7469522,-0.005297832,0.2784494,0.26236385,0.056950934,0.20965873,0.045961097,-0.10983388,0.24956949,-0.17604862,-0.14071518,0.026275992,0.29458368,-0.13170746,-0.17300673,0.13768928,-0.08075588,-0.18650946,0.0032214709,-0.035633802,-0.073415875,0.055392038,-0.13855846,-0.00056935847,-0.23690067,-0.26891154,-0.24537858,0.15842026,-0.39871022,0.09942366,0.04152022,-0.027019903,0.5312206,0.11161447,-0.18487445,0.0678991,0.1804066,-0.13367435,-0.12822506,-0.08235767,-0.11347521,0.24925622,0.075737946,-0.21857208,0.041516274,0.08639359,0.052817427,-0.094996765,-0.3364967,-0.11915634,-0.06720408,0.14710261,-0.24124607,-0.081047006,0.02627794,0.18940525,0.15740398,0.09173611,-0.048667736,0.08519886,-0.2750945,-0.08492954,-0.049905177,0.148458,-0.14540829,-0.26371846,0.13704893,-0.21414095,0.025888376,-0.07337694,0.176492,-0.1911637,0.22222418,-0.7240075,0.18211819,0.12770827,-0.030130155,0.26622936,0.04185785,0.079434335,0.26126644,0.35854363,0.2673959,0.06472822,0.0016520489,-0.18352133,-0.16094846,-0.083508536,-0.11080758,-0.123126924,-0.18245366,0.17573754,0.19479297,0.16228351,-0.4602396,-0.3635518,0.36515018,-0.1841534,0.0096103735,0.011837662,-0.08696753,0.1324577,0.23642486,-0.13257298,-0.043844927,0.107728556,0.16153091,-0.15597183,0.07759327,-0.33572486,-0.084563285
cytochalasin-b,0.01992464,-0.080059946,-0.1280362,-0.0292883,0.027480666,-0.17840777,0.42325526,0.28366315,-0.013961926,-0.13001262,-0.27686882,0.11238922,-0.04889017,-0.38321897,0.022208724,0.11704709,0.07692967,0.33902156,0.104639664,0.0102931615,-0.24104045,-0.31325662,-0.28220013,-0.09623343,0.1390236,-0.3334601,0.010769468,0.14404307,-0.17598228,-0.10003805,-0.026989218,0.16469607,-0.31632337,-0.18500161,-0.00086027756,-0.026992865,0.25390953,-0.07274781,-0.020876767,0.25204244,0.054572597,0.13068189,0.18954475,0.22468995,-0.107141055,-0.72881866,0.23010361,-0.038982965,-0.6946758,-0.030763088,0.09053941,-0.42703885,-0.19221792,0.03167015,0.32132673,0.31141225,-0.009786616,0.31224743,-0.025777798,-0.09173226,0.015736777,-0.025657125,0.029390467,0.29992753,-0.11370585,0.14855295,0.22634752,0.02437134,-0.315645,0.2724704,0.003598126,0.21965863,0.091301054,0.010638995,-0.09969373,-0.06731686,-0.06114507,-0.0714148,-0.01104576,0.1813443,0.7507311,0.24924204,0.25519887,-0.12236562,0.24875137,0.2984247,-0.09103516,-0.26102662,0.008923257,-0.025380438,-0.034891468,0.1623057,-0.2970009,0.28435892,-0.19089843,0.017205615,-0.023159413,-0.33089617,-0.23297991,0.1318518,-0.12999062,-0.30165678,0.24083641,0.1581977,0.0716502,0.2615362,-0.039523438,-0.31327248,-0.0315346,-0.15825815,-0.14212695,0.060783643,0.04911323,0.12595427,0.37220445,0.08296384,-0.18756711,-0.057702586,0.0017024134,-0.16896878,0.11578826,-0.16659822,0.3958334,-0.29317743,-0.29922754,0.008352539,0.17891917,-0.075238295
dabigatran-etexilate,-0.04189085,-1.0611392,0.4545672,-0.7865872,0.017174039,-0.85795075,-0.6428307,-0.27338696,0.034844365,0.026857099,0.42122558,-0.08576411,0.32959327,0.1456534,-0.40975448,-0.49768275,-0.121457145,0.36300138,-0.3683414,0.031645313,0.37798262,-0.4754799,-0.028133921,0.33367026,0.06823393,-0.09035266,-0.17436364,-0.18492496,0.12921898,-0.059335373,-0.17318366,-0.07263542,0.20433843,-0.2556402,-0.13618685,-0.25972176,0.18531254,0.07801998,-0.09002058,0.13186543,-0.293364,0.5109671,0.3352299,-0.51845825,-0.13361907,-0.11421576,-0.06929966,0.5161749,-0.33798575,-0.57797885,-0.6645227,0.19622283,-0.3431895,-0.06853224,-0.17316845,0.034174684,-0.30304477,0.034347884,0.080294676,0.66940373,-0.04658245,-0.41571248,-0.026727157,-0.25765613,-0.12626633,-0.42824996,-0.108542174,-0.29083413,-0.9092295,0.2806893,0.25093395,0.27881002,-0.3744866,-0.8800261,0.3553473,-0.47307095,0.09555721,0.47507453,-0.5501747,-0.35120016,1.1007077,-0.6920128,0.35589275,0.16174728,1.0811607,0.24075174,-0.081016526,0.105414495,-0.42122978,0.10506178,-0.23210636,0.19556534,0.09075579,0.44099182,0.65056264,-0.29409066,-0.083761275,0.46378335,0.30244958,-0.04532942,0.37546152,0.45821834,-0.036682434,-0.65366256,-0.37827072,-0.7317822,0.3070563,-0.35752884,-0.06637813,0.77483976,-0.17234561,0.07744723,0.2913705,-0.17994681,-0.14858761,0.23570184,-0.19570014,0.40778786,0.018205397,-0.012988895,0.26622862,-0.41584787,-0.3824494,0.03811506,-0.67115647,-0.14001916,0.38073176,0.009425841
dabrafenib,0.1847152,-0.79774386,0.3745687,-0.56697375,-0.2106023,-0.22737272,-0.16441493,-0.091901764,0.30127028,0.012656534,0.367696,-0.071838886,0.123379484,0.54659146,-0.41991585,-0.7814262,0.3007425,0.56782305,-0.19982357,-0.097913936,-0.36824554,0.23371466,-0.4188156,-0.005820305,0.31067008,0.74383515,0.5789708,-0.16022575,-0.08952424,0.06763199,-0.17825447,-0.49254993,-1.0535879,-0.35282847,-0.06766847,0.037004966,-0.034353554,0.32889363,0.05342348,-0.49921456,0.5580221,0.44673902,0.35369682,0.35580343,-0.12775056,0.025474956,0.055998333,0.23055813,0.35626325,-0.55196357,-0.120469615,0.18023416,-0.0864975,-0.15315944,-0.32686776,0.21496989,0.2224139,0.08243795,-0.10994689,-0.3019829,-0.12922049,-0.30740494,0.0489176,-0.03659832,0.03511406,-0.5439867,0.17053731,0.6158909,0.043511763,0.1252804,0.36455768,-0.023430713,-0.6376686,-0.49031588,-0.16608557,0.21070564,0.02521082,0.65276015,0.49647754,-0.14720997,-0.081034094,0.15418193,0.12299802,0.15383214,0.20978153,-0.18312332,-0.16880485,0.18609113,0.369479,-0.70437425,0.58869106,-0.29789332,-0.19398212,-0.2127632,-0.34881404,-0.10125108,-0.049038313,-0.15653467,-0.050582137,-0.60132635,0.18629394,0.50211215,-0.94858724,-0.14597626,0.36233136,0.30726188,-0.09876178,-0.08188251,0.7624802,-0.60541975,-1.1219022,-0.033672627,0.20047271,0.12612699,0.49773276,0.052511387,-0.16821465,-0.42543748,0.37016043,-0.708887,-0.14805657,0.34832564,0.20191786,0.011742771,0.46709174,0.5226491,0.26926646,-0.0912403
