,trace_score,baseline_score,sig_reproducibility,n_cell_lines,genetic_support,pathway_concordance,n_targets
GSK-J4,-0.0367031504970409,0.0824157303370786,0.0,19,0.0,0.0,
oxaprozin,-0.0623573117170754,0.0825468164794007,0.0,7,0.0,0.0,
drospirenone,-0.0074799308080754,0.0825468164794007,0.0,7,0.0,0.0,
MK-0812,0.0121512769711046,0.082565543071161,0.0,7,0.0,0.0,
everolimus,-0.0617172949651881,0.082565543071161,0.0,24,0.0,0.0,
GDC-0879,-0.0242944457009599,0.0826217228464419,0.0,19,0.0,0.0,
pazopanib,-0.0616035311184307,0.0826591760299625,0.0,24,0.0,0.0,
desmopressin-acetate,-0.0173092571025879,0.0827153558052434,0.0,7,0.0,0.0,
AZD-8055,-0.0185563258177311,0.0828277153558052,0.0,15,0.0,0.0,
exherin,-0.0355087507688642,0.0828464419475655,0.0,7,0.0,0.0,
PRX-08066,-0.0743097955817961,0.0829026217228464,0.0,7,0.0,0.0,
alectinib,-0.0037407421219747,0.0829588014981273,0.0,21,0.0,0.0,
aminosalicylic-acid,0.0009150279793849,0.0830149812734082,0.0,7,0.0,0.0,
cariporide,-0.0118232871579487,0.0831647940074906,0.0,7,0.0,0.0,
benzydamine,-0.0315604040177153,0.0832022471910112,0.0,7,0.0,0.0,
metamizole,-0.0411790134695984,0.0832771535580524,0.0,7,0.0,0.0,
methylnaltrexone,-0.0165147469083413,0.0833520599250935,0.0,7,0.0,0.0,
ambroxol,-0.032181862597596,0.0834082397003745,0.0,7,0.0,0.0,
GSK-2334470,-0.0099355734900025,0.083501872659176,0.0,19,0.0,0.0,
deferiprone,-0.0459684093467391,0.0835205992509363,0.0,7,0.0,0.0,
methimazole,-0.0571213350852973,0.0835580524344569,0.0,7,0.0,0.0,
CX-516,-0.0515309094068749,0.0835955056179775,0.0,7,0.0,0.0,
phentermine,-0.0285311997366693,0.083689138576779,0.0,7,0.0,0.0,
SK&F-10047-(+),-0.0302883798811535,0.0839138576779026,0.0,7,0.0,0.0,
biperiden,-0.0086342080834311,0.0839325842696629,0.0,7,0.0,0.0,
pilocarpine,-0.032867275678403,0.0839887640449438,0.0,7,0.0,0.0,
talmapimod,-0.0347317254542047,0.0840074906367041,0.0,7,0.0,0.0,
AMG-487,-0.0442787721195553,0.0841573033707865,0.0,7,0.0,0.0,
licochalcone-a,-0.0319449677798553,0.0842134831460674,0.0,7,0.0,0.0,
trifluridine,-0.0359497852436026,0.084250936329588,0.0,7,0.0,0.0,
mercaptopurine,0.0051026537112053,0.0842696629213483,0.0,7,0.0,0.0,
tagatose,-0.0109861329715429,0.0842883895131086,0.0,7,0.0,0.0,
dextromethorphan,-0.0189074420160717,0.0843258426966292,0.0,7,0.0,0.0,
hesperidin,-0.0215848594546244,0.0843820224719101,0.0,7,0.0,0.0,
fadrozole,-0.0371321585002861,0.0845692883895131,0.0,7,0.0,0.0,
pirenzepine,-0.0266900224273005,0.0845692883895131,0.0,7,0.0,0.0,
HG-5-113-01,0.0095693209483379,0.0847191011235954,0.0,13,0.0,0.0,
tetrahydrouridine,-0.0187551040563326,0.0847565543071161,0.0,7,0.0,0.0,
AZD-1208,-0.0627234536005612,0.0849812734082397,0.0,7,0.0,0.0,
tofacitinib,-0.02447944468544,0.0852808988764045,0.0,8,0.0,0.0,
otilonium,-0.0350525213841145,0.0852808988764045,0.0,7,0.0,0.0,
nimodipine,-0.057356269643856,0.0852808988764045,0.0,7,0.0,0.0,
lesinurad,-0.0017557362034044,0.0852808988764045,0.0,7,0.0,0.0,
etodolac,-0.0065938950055096,0.0853183520599251,0.0,7,0.0,0.0,
zalcitabine,-0.0545882305366915,0.0853932584269662,0.0,7,0.0,0.0,
nemonapride,-0.0208864698613651,0.0853932584269663,0.0,7,0.0,0.0,
norfloxacin,-0.0056533753511941,0.0854494382022471,0.0,7,0.0,0.0,
retigabine,-0.0105477289583257,0.0854494382022471,0.0,7,0.0,0.0,
amodiaquine,-0.001380358248403,0.0854868913857677,0.0,7,0.0,0.0,
bupropion,-0.0394562135096564,0.085561797752809,0.0,7,0.0,0.0,
aprepitant,-0.011751899835034,0.0855992509363295,0.0,7,0.0,0.0,
acarbose,-0.017575265103735,0.0855992509363295,0.0,7,0.0,0.0,
mesulergine,-0.0403391769491652,0.0856554307116104,0.0,7,0.0,0.0,
droperidol,-0.0722194578541302,0.0857303370786516,0.0,7,0.0,0.0,
troglitazone,0.0330673153379555,0.0857865168539326,0.0,7,0.0,0.0,0.0
MBX-2982,-0.0094850618301392,0.0857865168539326,0.0,7,0.0,0.0,
bucladesine,-0.0257754273536393,0.0858239700374532,0.0,7,0.0,0.0,
AGI-6780,-0.0389776835256736,0.085936329588015,0.0,7,0.0,0.0,
glafenine,-0.0313634913424363,0.086067415730337,0.0,7,0.0,0.0,
sch 900776,-0.0460852890849062,0.0861048689138577,0.0,2,0.0,0.0,
safingol,-0.051529469158133,0.0861235955056179,0.0,7,0.0,0.0,
moxonidine,-0.0277831567700824,0.0861610486891385,0.0,7,0.0,0.0,
IKK-inhibitor-X,-0.0459181793402776,0.0862359550561797,0.0,2,0.0,0.0,
piretanide,-0.0251913792646889,0.0862734082397004,0.0,7,0.0,0.0,
tamsulosin,0.0218197807887073,0.0862734082397004,0.0,7,0.0,0.0,
buflomedil,-0.0129299346221907,0.0863295880149813,0.0,7,0.0,0.0,
pidotimod,0.002736294696799,0.0863857677902621,0.0,7,0.0,0.0,
reserpine,-0.0708702482026435,0.0864794007490637,0.0,7,0.0,0.0,
aminoguanidine,-0.0228798052695035,0.0864981273408239,0.0,7,0.0,0.0,
etacrynic-acid,-0.0216218546334652,0.0866479400749064,0.0,7,0.0,0.0,
piribedil,-0.0124679315386473,0.0866666666666666,0.0,7,0.0,0.0,
D-serine,-0.0233509087959788,0.0866853932584269,0.0,7,0.0,0.0,
GSK-1292263,-0.0389943053923635,0.0866853932584269,0.0,7,0.0,0.0,
temazepam,-0.0504736432658771,0.086685393258427,0.0,7,0.0,0.0,
deforolimus,-0.0753197632893836,0.086685393258427,0.0,7,0.0,0.0,
CC-401,-0.0233045051617236,0.0867602996254681,0.0,21,0.0,0.0,
ketoprofen,-0.0423759701807069,0.0867977528089887,0.0,7,0.0,0.0,
tirapazamine,-0.037919011067195,0.0869288389513108,0.0,7,0.0,0.0,
butorphanol-(+)-tartrate,0.0039204806195775,0.0870599250936329,0.0,7,0.0,0.0,
salvinorin-a,-0.0450844443840078,0.0870786516853932,0.0,7,0.0,0.0,
ivabradine,-0.0155288423390718,0.0872097378277153,0.0,7,0.0,0.0,
EMD-53998,-0.0368553749120399,0.0872284644194756,0.0,7,0.0,0.0,
castanospermine,-0.0349365778808274,0.0872284644194756,0.0,7,0.0,0.0,
ZD-7288,-0.055674544964835,0.0873970037453183,0.0,7,0.0,0.0,
TG-100801,-0.0295831811541836,0.0874344569288389,0.0,7,0.0,0.0,
melatonin,-0.0301616778116914,0.0875093632958801,0.0,7,0.0,0.0,
lasalocid,-0.0130793696520994,0.0875468164794007,0.0,7,0.0,0.0,
ZK-200775,-0.0717663318945718,0.087565543071161,0.0,7,0.0,0.0,
timolol,-0.009359222250815,0.0876029962546816,0.0,7,0.0,0.0,
isradipine,-0.0376310260590933,0.0876591760299625,0.0,7,0.0,0.0,
carprofen,-0.0346978116618835,0.0876779026217228,0.0,7,0.0,0.0,
AMD-11070,-0.0573995648932645,0.0877340823970037,0.0,7,0.0,0.0,
ZM-447439,-0.0601208489458738,0.0879026217228464,0.0,19,0.0,0.0,
testosterone,-0.045335105327437,0.0879026217228464,0.0,7,0.0,0.0,
3-deazaadenosine,-0.04056423251524,0.0880898876404494,0.0,7,0.0,0.0,
stavudine,-0.0303948391075262,0.0881086142322097,0.0,7,0.0,0.0,
edoxaban,-0.0269383270793434,0.08812734082397,0.0,7,0.0,0.0,
dabigatran-etexilate,-0.051857319135089,0.0882022471910112,0.0,7,0.0,0.0,
lorcaserin,-0.0382441306261279,0.0882584269662921,0.0,7,0.0,0.0,
novobiocin,-0.0454829944124607,0.0884456928838951,0.0,7,0.0,0.0,
penciclovir,-0.0126545777161233,0.0884456928838951,0.0,7,0.0,0.0,
cinepazide,-0.0176119588760905,0.0885393258426966,0.0,7,0.0,0.0,
norethisterone,-0.0901446495156764,0.0885393258426966,0.0,7,0.0,0.0,
acyclovir,-0.0702917549977353,0.0885580524344569,0.0,7,0.0,0.0,
tazobactam,0.0147291328921695,0.0885580524344569,0.0,7,0.0,0.0,
KIN001-260,-0.0306292862888179,0.0885767790262172,0.0,19,0.0,0.0,
QL-X-138,-0.0501944499420081,0.0885955056179775,0.0,15,0.0,0.0,
dienogest,-0.0439217762041357,0.0886704119850187,0.0,7,0.0,0.0,
atipamezole,0.0192149068485871,0.0888576779026217,0.0,7,0.0,0.0,
zardaverine,-0.0527888569797423,0.0890074906367041,0.0,7,0.0,0.0,
chlorambucil,-0.0309659877481403,0.0890262172284644,0.0,7,0.0,0.0,
formestane,-0.0208239536266809,0.089063670411985,0.0,7,0.0,0.0,
torasemide,-0.0056986857999312,0.0891385767790262,0.0,7,0.0,0.0,
emtricitabine,-0.0328039415525127,0.0891385767790262,0.0,7,0.0,0.0,
blonanserin,-0.0659601996879955,0.0893071161048689,0.0,7,0.0,0.0,
delivert,0.0209257788548467,0.0893071161048689,0.0,7,0.0,0.0,
nefiracetam,-0.009026043815368,0.0893445692883895,0.0,7,0.0,0.0,
pyrimethamine,-0.02865212367711,0.0893632958801498,0.0,7,0.0,0.0,
flumazenil,-0.0558587814352193,0.089438202247191,0.0,7,0.0,0.0,
bumetanide,-0.0146417641501581,0.0894569288389513,0.0,7,0.0,0.0,
O6-benzylguanine,-0.0492892204940897,0.0895131086142321,0.0,7,0.0,0.0,
BAY-K8644,-0.01335594446549,0.0895318352059925,0.0,7,0.0,0.0,
apixaban,-0.0080849246675202,0.0895318352059925,0.0,7,0.0,0.0,
norethindrone,-0.0633319561899427,0.089569288389513,0.0,7,0.0,0.0,
pterostilbene,-0.0296423449937255,0.0895880149812734,0.0,7,0.0,0.0,
gaboxadol,-0.0327436568714277,0.0898501872659175,0.0,7,0.0,0.0,
imiquimod,-0.0297261967131563,0.09,0.0,7,0.0,0.0,
istaroxime,-0.0389699618595064,0.0900187265917602,0.0,7,0.0,0.0,
bemegride,-0.0341979260954761,0.0900187265917603,0.0,7,0.0,0.0,
KIN001-270,-0.0298801170469457,0.090131086142322,0.0,22,0.0,0.0,
bevirimat-dimeglumine,-0.0253900853142524,0.0902434456928839,0.0,7,0.0,0.0,
disopyramide,-0.0394900912531668,0.0902996254681648,0.0,7,0.0,0.0,
venetoclax,-0.0413315087774087,0.0903745318352059,0.0,7,0.0,0.0,
PX-12,-0.0086708854640385,0.0905056179775281,0.0,7,0.0,0.0,
eflornithine,-0.0552780495311934,0.0905430711610487,0.0,7,0.0,0.0,
orteronel,-0.0098992502679613,0.0905617977528089,0.0,7,0.0,0.0,
AV-608,-0.0437366742014271,0.0907116104868913,0.0,7,0.0,0.0,
probucol,-0.0334304864434945,0.0907116104868913,0.0,7,0.0,0.0,
lidamidine,-0.0286403400581939,0.0908988764044943,0.0,7,0.0,0.0,
fusidic-acid,-0.0288312850106122,0.0908988764044943,0.0,7,0.0,0.0,
felbamate,-0.0406995109192089,0.0910861423220973,0.0,7,0.0,0.0,
teriflunomide,-0.0201425254630831,0.0912734082397004,0.0,7,0.0,0.0,
linezolid,-0.0175551716111377,0.0913108614232209,0.0,7,0.0,0.0,
PD-123319,-0.0235513619767308,0.0914044943820224,0.0,7,0.0,0.0,
barasertib-HQPA,-0.0577433963626881,0.0914232209737827,0.0,13,0.0,0.0,
loratadine,-0.0276846128744046,0.0914232209737827,0.0,7,0.0,0.0,
AZD-6482,-0.051504500651326,0.0914606741573033,0.0,13,0.0,0.0,
nicotinamide,-0.0085050500471131,0.0915917602996254,0.0,7,0.0,0.0,
adoprazine,-0.0293122765986765,0.091629213483146,0.0,7,0.0,0.0,
potassium-canrenoate,-0.0492232127911533,0.0917041198501872,0.0,7,0.0,0.0,
goserelin-acetate,-0.0581006811866999,0.0917977528089887,0.0,7,0.0,0.0,
pirfenidone,-0.0191691221905513,0.0918539325842696,0.0,7,0.0,0.0,0.0
dazmegrel,-0.0287867256271043,0.0919101123595505,0.0,7,0.0,0.0,
levothyroxine,-0.044532637386565,0.0919288389513108,0.0,7,0.0,0.0,
voreloxin,-0.0441342093965147,0.0919475655430711,0.0,7,0.0,0.0,
methazolamide,-0.010418485425252,0.0919475655430711,0.0,7,0.0,0.0,
sufentanil,-0.0087361678627601,0.0920224719101123,0.0,7,0.0,0.0,
SB-203580,-0.0407213606628896,0.0921161048689138,0.0,19,0.0,0.0,
cilengitide,-0.021668706971021,0.0921535580524344,0.0,7,0.0,0.0,
mifobate,-0.0366609957534262,0.0923033707865168,0.0,7,0.0,0.0,
pemirolast,-0.0369899312372734,0.0923408239700374,0.0,7,0.0,0.0,
repaglinide,-0.0242742566377273,0.0923408239700374,0.0,7,0.0,0.0,
T-5224,-0.045904933681533,0.0923595505617977,0.0,7,0.0,0.0,
quercetin,-0.0389925202149307,0.0924906367041198,0.0,7,0.0,0.0,
fenobam,-0.0554538626025985,0.0925093632958801,0.0,7,0.0,0.0,
sulmazole,-0.0224199587712504,0.0926404494382022,0.0,7,0.0,0.0,
tobramycin,-0.049064944849303,0.0926591760299625,0.0,7,0.0,0.0,
probenecid,-0.04391804506452,0.0927340823970037,0.0,7,0.0,0.0,
SB-590885,-0.0300851824127965,0.0927902621722846,0.0,13,0.0,0.0,
ilomastat,-0.0489331149338509,0.0928089887640449,0.0,7,0.0,0.0,
sulbutiamine,-0.0556305455548561,0.0928277153558052,0.0,7,0.0,0.0,
adenosine,-0.0036323759076204,0.0928277153558052,0.0,7,0.0,0.0,
amiodarone,-0.0247704463784779,0.0930149812734082,0.0,7,0.0,0.0,
palmitoylethanolamide,-0.0834515745956829,0.0930149812734082,0.0,7,0.0,0.0,
apremilast,-0.0826082465560053,0.0931460674157302,0.0,7,0.0,0.0,
imatinib,-0.054933369614786,0.0931647940074906,0.0,17,0.0,0.0,
doxifluridine,-0.0217257370489603,0.0932958801498127,0.0,7,0.0,0.0,
mannitol-D,0.0076283015486425,0.093314606741573,0.0,7,0.0,0.0,
mibampator,-0.0533876232788551,0.093501872659176,0.0,7,0.0,0.0,
piketoprofen,-0.0017510925903188,0.0936142322097377,0.0,7,0.0,0.0,
CP-724714,-0.0442363367112393,0.0936142322097378,0.0,15,0.0,0.0,
ketorolac,-0.0162194864256225,0.0937453183520599,0.0,7,0.0,0.0,
nikethamide,-0.0395802256519217,0.093876404494382,0.0,7,0.0,0.0,
BCI-540,-0.0118128897184669,0.0939325842696629,0.0,7,0.0,0.0,
nicaraven,0.0133874947429089,0.0939700374531836,0.0,7,0.0,0.0,
SYK-inhibitor,-0.0373288879554702,0.0941011235955056,0.0,19,0.0,0.0,
rondual-kinase-inhibitor,-0.0272390621837154,0.0941760299625468,0.0,19,0.0,0.0,
flutamide,-0.0560794420126122,0.0941760299625468,0.0,7,0.0,0.0,
tiabendazole,-0.0665112251761227,0.0943258426966292,0.0,7,0.0,0.0,
chloroquine,-0.0250390422356119,0.0943445692883895,0.0,7,0.0,0.0,
BMS-777607,-0.0239252668985277,0.0944943820224719,0.0,24,0.0,0.0,
procainamide,-0.0208305342230897,0.0945505617977527,0.0,7,0.0,0.0,
NF-449,-0.0400715473630539,0.094756554307116,0.0,7,0.0,0.0,
semaxanib,-0.0130927295206753,0.0947565543071161,0.0,7,0.0,0.0,
flutrimazole,-0.0781696160925482,0.0947565543071161,0.0,7,0.0,0.0,
MK-0773,-0.0312606690498264,0.0947565543071161,0.0,7,0.0,0.0,
folic-acid,-0.0405230045695776,0.0947565543071161,0.0,7,0.0,0.0,
fludarabine-phosphate,-0.0575299893485883,0.0948314606741572,0.0,7,0.0,0.0,
pranlukast,-0.0726088726459305,0.0948501872659176,0.0,7,0.0,0.0,
LY-294002,-0.013051201552605,0.0949250936329588,0.0,5,0.0,0.0,
torcitabine,-0.0193199274416796,0.0950187265917602,0.0,7,0.0,0.0,
CPI-613,-0.0072090383270062,0.0950374531835206,0.0,7,0.0,0.0,
eplerenone,-0.011127765160908,0.0952434456928838,0.0,7,0.0,0.0,
ziprasidone,-0.0550109782851801,0.0952808988764044,0.0,7,0.0,0.0,
bosentan,-0.0618728429447731,0.0953745318352059,0.0,7,0.0,0.0,
triamterene,-0.0523103217201106,0.0954494382022471,0.0,7,0.0,0.0,
oseltamivir-carboxylate,-0.0877484960987766,0.0955805243445692,0.0,7,0.0,0.0,
febuxostat,-0.0253698432997362,0.0956367041198502,0.0,7,0.0,0.0,
dorzolamide,-0.0120740653945878,0.0957303370786516,0.0,7,0.0,0.0,
clemizole,-0.048629166667922,0.0957303370786516,0.0,7,0.0,0.0,
doxapram,-0.0105275080957367,0.095749063670412,0.0,7,0.0,0.0,
butoconazole,-0.0505364817691032,0.0957677902621723,0.0,7,0.0,0.0,
omecamtiv-mecarbil,-0.0660200699621282,0.0957865168539325,0.0,7,0.0,0.0,
urea,-0.0179605413907542,0.0958239700374531,0.0,7,0.0,0.0,
ALW-II-38-3,-0.0564536586547985,0.0959176029962546,0.0,19,0.0,0.0,
grazoprevir,-0.0065226579566001,0.0959363295880149,0.0,7,0.0,0.0,
atenolol-(+/-),-0.0194220816630351,0.0961048689138576,0.0,7,0.0,0.0,
masoprocol,-0.0422604030084435,0.096123595505618,0.0,7,0.0,0.0,
fidaxomicin,-0.0241643746330878,0.0961985018726592,0.0,7,0.0,0.0,
NVP-AEW541,-0.0389301257319757,0.0962172284644194,0.0,13,0.0,0.0,
AGK-2,-0.0210592786265374,0.0963295880149812,0.0,19,0.0,0.0,
ORG-9768,-0.0202751223907929,0.0963857677902622,0.0,7,0.0,0.0,
dexfenfluramine,-0.0405502510738498,0.0964232209737827,0.0,7,0.0,0.0,
benfluorex,-0.0194223088437666,0.0964981273408239,0.0,7,0.0,0.0,
sitagliptin,-0.0191296972008331,0.0965543071161049,0.0,7,0.0,0.0,
KI-20227,-0.0385753145878555,0.0967790262172284,0.0,19,0.0,0.0,
nimesulide,-0.027449518070642,0.0968539325842696,0.0,7,0.0,0.0,
AGP-103,-0.0558405132325637,0.0968913857677902,0.0,7,0.0,0.0,
ketotifen,-0.0182142867824575,0.0969475655430711,0.0,7,0.0,0.0,
esculin,-0.0342518753800792,0.097003745318352,0.0,7,0.0,0.0,
formoterol,-0.0378182445536075,0.097059925093633,0.0,7,0.0,0.0,
chloramphenicol,-0.0447410974537315,0.0971722846441947,0.0,7,0.0,0.0,
safinamide,-0.0544446527437277,0.0973595505617977,0.0,7,0.0,0.0,
oxymetazoline,-0.0567955496047485,0.0975280898876404,0.0,7,0.0,0.0,
tipranavir,-0.0436669492311248,0.097565543071161,0.0,7,0.0,0.0,
balsalazide,0.0025044864956492,0.097752808988764,0.0,7,0.0,0.0,
fosinopril,-0.0428826687627688,0.0977715355805243,0.0,7,0.0,0.0,
VGX-1027,-0.0133885537512438,0.0978464419475655,0.0,7,0.0,0.0,
miconazole,-0.0439309567736352,0.0979213483146067,0.0,7,0.0,0.0,
FPL-55712,-0.0321866612900455,0.097940074906367,0.0,7,0.0,0.0,
basimglurant,-0.0723146465555267,0.0980711610486891,0.0,7,0.0,0.0,
SB-239063,-0.0537381851427172,0.0980711610486891,0.0,19,0.0,0.0,
arglabin,-0.0380221244753552,0.09812734082397,0.0,7,0.0,0.0,
VX-222,-0.031011094192479,0.0982771535580524,0.0,7,0.0,0.0,
thiocolchicoside,-0.0065165486885662,0.0982771535580524,0.0,7,0.0,0.0,
tamibarotene,-0.0488303288358691,0.0982958801498127,0.0,7,0.0,0.0,
darunavir,-0.0427911184369125,0.098314606741573,0.0,7,0.0,0.0,
sulfafurazole,-0.0282877307287196,0.0984082397003745,0.0,7,0.0,0.0,
birinapant,-0.0017107807243359,0.098501872659176,0.0,7,0.0,0.0,
HC-030031,-0.0703742497913312,0.0985205992509363,0.0,7,0.0,0.0,
cyclobenzaprine,-0.0036367817026129,0.0985580524344569,0.0,7,0.0,0.0,
omeprazole,-0.0574291566661508,0.0986142322097378,0.0,7,0.0,0.0,
chlorthalidone,-0.049228874032767,0.0986329588014982,0.0,7,0.0,0.0,
vinpocetine,-0.0781950879484812,0.0986516853932584,0.0,7,0.0,0.0,
suprofen,-0.0155481179265367,0.0987453183520599,0.0,7,0.0,0.0,
acenocoumarol,-0.021198442467365,0.0987640449438202,0.0,7,0.0,0.0,
GDC-0152,-0.021943112803342,0.0988389513108614,0.0,7,0.0,0.0,
guanethidine,-0.0328538539486345,0.0988951310861423,0.0,7,0.0,0.0,
methyldopa,-0.0390297253794845,0.0990074906367041,0.0,7,0.0,0.0,
ASA-404,-0.0288450565141027,0.0990074906367041,0.0,7,0.0,0.0,
desvenlafaxine,-0.0551625279989827,0.0991198501872659,0.0,7,0.0,0.0,
azathioprine,-0.0594801636730114,0.0991573033707864,0.0,7,0.0,0.0,
benzthiazide,-0.0779326479111391,0.0991573033707865,0.0,7,0.0,0.0,
phenylbutyrate,-0.0374537880111442,0.0993071161048689,0.0,7,0.0,0.0,
edoxudine,-0.0724440051745596,0.09938202247191,0.0,7,0.0,0.0,
metenkephalin,-0.0528665190990763,0.099438202247191,0.0,7,0.0,0.0,
oxandrolone,-0.0329917634025463,0.0994943820224719,0.0,7,0.0,0.0,
pritelivir,-0.0435661056355629,0.0994943820224719,0.0,7,0.0,0.0,
afloqualone,-0.0381585979625556,0.0995318352059925,0.0,7,0.0,0.0,
verteporfin,-0.1067937981972766,0.0995692883895131,0.0,2,0.0,0.0,
CGS-20625,-0.0658513208365556,0.0995880149812734,0.0,7,0.0,0.0,
lorazepam,-0.0518594701007364,0.0998501872659176,0.0,7,0.0,0.0,
balicatib,-0.0548064695587698,0.0999625468164794,0.0,7,0.0,0.0,
sirolimus,-0.0731265317557672,0.1000187265917603,0.0,30,0.0,0.0,
bindarit,-0.0610484644853267,0.1000187265917603,0.0,7,0.0,0.0,
JQ1-(-),-0.069276792021453,0.1000374531835206,0.0,19,0.0,0.0,
lamivudine,-0.021602204700018,0.1001123595505618,0.0,7,0.0,0.0,
piracetam,0.0180328278351026,0.1001498127340824,0.0,7,0.0,0.0,
phensuximide,-0.073525824950793,0.1002434456928838,0.0,7,0.0,0.0,
IB-MECA,-0.0324823542199636,0.100374531835206,0.0,7,0.0,0.0,
zonisamide,-0.0307198288867117,0.1004494382022471,0.0,7,0.0,0.0,
suvorexant,-0.0396693280190793,0.1004868913857678,0.0,7,0.0,0.0,
esmolol,-0.0325334308998344,0.1008052434456929,0.0,7,0.0,0.0,
CPI-1189,-0.0568469009767532,0.1008239700374531,0.0,7,0.0,0.0,
bezafibrate,-0.0222752781599127,0.1008239700374531,0.0,7,0.0,0.0,
levonorgestrel,-0.0569338198507485,0.1008614232209737,0.0,7,0.0,0.0,
temsirolimus,-0.0707963556216858,0.100880149812734,0.0,7,0.0,0.0,
amtolmetin-guacil,-0.0604105557828687,0.1008988764044943,0.0,7,0.0,0.0,
balapiravir,-0.0087122786392164,0.1009550561797752,0.0,7,0.0,0.0,
FR-180204,-0.0439519634764605,0.1010112359550561,0.0,22,0.0,0.0,
MLN-2480,-0.0530697384397152,0.1010486891385767,0.0,7,0.0,0.0,
indometacin,-0.0296988428297413,0.1011610486891386,0.0,7,0.0,0.0,
pibenzimol,-0.0093912023304121,0.1012359550561797,0.0,7,0.0,0.0,
"2',5'-dideoxyadenosine",-0.0350483403226592,0.1012546816479401,0.0,7,0.0,0.0,
etanidazole,-0.0574147016589867,0.1014044943820224,0.0,7,0.0,0.0,
nandrolone,-0.0344617429546308,0.1014794007490637,0.0,7,0.0,0.0,
leflunomide,-0.0775222441971931,0.1015168539325842,0.0,7,0.0,0.0,
ibuprofen,-0.0345162031527211,0.1015168539325842,0.0,7,0.0,0.0,
hypericin,-0.0667115283896553,0.1015543071161048,0.0,7,0.0,0.0,
levamisole,-0.0435547577255784,0.1016104868913858,0.0,7,0.0,0.0,
radezolid,-0.0998892337482529,0.1017790262172284,0.0,7,0.0,0.0,
xaliproden,-0.0349599879164111,0.1019101123595506,0.0,7,0.0,0.0,
olaparib,-0.1076918582116986,0.1019288389513108,0.0,21,0.0,0.0,
ramatroban,-0.0390902708520787,0.1019850187265917,0.0,7,0.0,0.0,
lisofylline,-0.0247683215888669,0.1020037453183521,0.0,7,0.0,0.0,
miglustat,-0.0492672127951987,0.1021161048689138,0.0,7,0.0,0.0,
garcinol,-0.0762022891769693,0.1021535580524344,0.0,19,0.0,0.0,
NU-7026,-0.064759919537195,0.1022284644194756,0.0,19,0.0,0.0,
rucinol,-0.0328849887199756,0.1022846441947565,0.0,7,0.0,0.0,
carbachol,-0.0643025003951606,0.1023220973782771,0.0,7,0.0,0.0,
dideoxyadenosine,-0.0166742929419242,0.1023970037453183,0.0,7,0.0,0.0,
etofenamate,-0.0250009809643582,0.1023970037453184,0.0,7,0.0,0.0,
procaine,-0.0471648533631353,0.1024344569288389,0.0,7,0.0,0.0,
olprinone,-0.0038331022012262,0.1026404494382022,0.0,7,0.0,0.0,
vinburnine,-0.0147511500195235,0.1026779026217228,0.0,7,0.0,0.0,
fluorouracil,-0.0636613644383727,0.102752808988764,0.0,7,0.0,0.0,
lidoflazine,0.0087820824133826,0.1027902621722846,0.0,7,0.0,0.0,
capecitabine,-0.031626997829099,0.1029775280898876,0.0,7,0.0,0.0,
physostigmine,-0.0509015599993041,0.1029775280898877,0.0,7,0.0,0.0,
alizapride,-0.0286422330629283,0.1030149812734082,0.0,7,0.0,0.0,
rotigotine,-0.063527271253162,0.1030711610486891,0.0,7,0.0,0.0,
LX-1031,-0.0297532292627503,0.1031273408239699,0.0,7,0.0,0.0,
ammonium-glycyrrhizinate,-0.034570027988545,0.1031647940074906,0.0,7,0.0,0.0,
lumacaftor,-0.0413801802283855,0.1032022471910112,0.0,7,0.0,0.0,
motesanib,-0.0413879228606902,0.1033520599250936,0.0,22,0.0,0.0,
venlafaxine,-0.0872688368882662,0.1033520599250936,0.0,7,0.0,0.0,
bromocriptine,-0.039121124102227,0.1036516853932583,0.0,7,0.0,0.0,
selegiline,-0.0218107181046869,0.1037640449438202,0.0,7,0.0,0.0,
veliparib,-0.0966151704882298,0.1037640449438202,0.0,21,0.0,0.0,
melperone,-0.040796596323009,0.1038951310861422,0.0,7,0.0,0.0,
TIC10,-0.0301226114798827,0.1039513108614232,0.0,7,0.0,0.0,
mCPP,-0.0403286401771339,0.1040262172284644,0.0,7,0.0,0.0,
idebenone,-0.0462411345484164,0.104063670411985,0.0,7,0.0,0.0,
guanadrel,0.0070088026984264,0.1040823970037453,0.0,7,0.0,0.0,
pinaverium,-0.0674082655668031,0.1042322097378277,0.0,7,0.0,0.0,
gatifloxacin,-0.0298827937151758,0.1042509363295879,0.0,7,0.0,0.0,
etizolam,-0.0428991534291628,0.1043632958801498,0.0,7,0.0,0.0,
mazindol,-0.038445316955542,0.104438202247191,0.0,7,0.0,0.0,
ciprofloxacin,-0.0455115322146018,0.1044756554307115,0.0,7,0.0,0.0,
abiraterone-acetate,-0.0657827755957783,0.1045131086142321,0.0,7,0.0,0.0,
manumycin-a,-0.0694646743105544,0.1045880149812734,0.0,7,0.0,0.0,
betrixaban,-0.0471011196579212,0.1046067415730337,0.0,7,0.0,0.0,
pregnenolone,-0.0439623706487604,0.1047940074906367,0.0,7,0.0,0.0,
SB-216763,-0.0600939700829261,0.104812734082397,0.0,22,0.0,0.0,
clotrimazole,-0.0484693750076767,0.1048314606741572,0.0,7,0.0,0.0,
otamixaban,-0.0614143763716805,0.1048501872659176,0.0,7,0.0,0.0,
