pert_iname,n_signatures,n_cell_lines,cell_lines
indibulin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indinavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indiplon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indirubin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indobufen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indole-3-carbinol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indometacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indoprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indoramin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indoximod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ingenol-mebutate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
iniparib,156,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
inosine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
inositol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ipratropium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ipriflavone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
irbesartan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
irinotecan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
irsogladine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
isbufylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ischemin,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
isoconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
isofloxythepin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
isoniazid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
isosorbide-mononitrate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
isradipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
istaroxime,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
itopride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
itraconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ivabradine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ivacaftor,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ivermectin,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ixabepilone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ixazomib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ixazomib-citrate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
josamycin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
kakonein,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ketanserin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ketoconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ketoprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ketorolac,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ketotifen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
labetalol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lacidipine,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lacitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lacosamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lafutidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lamivudine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lamotrigine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lapatinib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
laropiprant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lasalocid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
latanoprost,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ledipasvir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
leflunomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lenalidomide,48,8,A375|HA1E|HELA|HT29|MCF7|NPC|PC3|YAPC
lenvatinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lerisetron,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lersivirine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lesinurad,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lestaurtinib,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
letermovir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
letrozole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levalbuterol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levamisole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levcromakalim,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levetiracetam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levobunolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levocabastine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levocetirizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levofloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levomequitazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levonorgestrel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levosimendan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
levothyroxine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
licarbazepine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
licochalcone-a,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lidamidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lidocaine,38,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lidoflazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
linagliptin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
linezolid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
linifanib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
linopirdine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
linsidomine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
linsitinib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
liranaftate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lirimilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lisinopril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lisofylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lobenzarit,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lodoxamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lofexidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lomeguatrib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lomerizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lomitapide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lonafarnib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lonidamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
loperamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lopinavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
loratadine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lorazepam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lorcaserin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lorglumide,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
losartan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
losmapimod,48,8,A375|HA1E|HELA|HT29|MCF7|NPC|PC3|YAPC
loxoprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lucitanib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
luliconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lumacaftor,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lupanine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
lurasidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
luteolin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mCPP,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
macitentan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
malotilate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mannitol-D,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
manumycin-a,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
maprotiline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
maraviroc,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
maribavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
marimastat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
masitinib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
masoprocol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
maxacalcitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mazindol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mebendazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mecamylamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meclizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meclofenamic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
medetomidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
medroxyprogesterone-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
medrysone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mefloquine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meglitinide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meisoindigo,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
melatonin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meloxicam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
melperone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
menadione,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mepacrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mepazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mephentermine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mepivacaine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
meptazinol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mepyramine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
merbarone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mercaptopurine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mericitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
merimepodib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mestinon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mestranol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mesulergine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metamizole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metatinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metenkephalin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metergoline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metformin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methazolamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methimazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methiopril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methocarbamol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methoxsalen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methyldopa,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methylnaltrexone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methylprednisolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
methylstat,123,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
metixene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metoclopramide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metolazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metoprolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
metronidazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mianserin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mibampator,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mibefradil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
miconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
midodrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
midostaurin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mifobate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
miglitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
miglustat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
milacemide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
milnacipran,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
milrinone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
miltefosine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
minaprine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
minoxidil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mirodenafil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mirtazapine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mitiglinide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mitomycin-c,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mitoxantrone,345,29,A375|A549|ASC|ASC.C|BT20|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|HUVEC|JURKAT|LNCAP|MCF10A|MCF7|MDAMB231|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKBR3|SKL|SKL.C|YAPC
mizolastine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mocetinostat,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
moclobemide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
molindone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
molsidomine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
moracizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
motesanib,132,22,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
moxidectin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
moxifloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
moxisylyte,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
moxonidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mozavaptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mubritinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mycophenolate-mofetil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
mycophenolic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nafamostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naftidrofuryl,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naftifine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naftopidil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nalbuphine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nandrolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naphazoline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naproxen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
naringenin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
narlaprevir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nateglinide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
navitoclax,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nebivolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nefazodone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nefiracetam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nefopam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nelarabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nemonapride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
neostigmine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nepafenac,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
neratinib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
nesbuvir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
netupitant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nevirapine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
niacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nicaraven,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nicardipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nicergoline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
niclosamide,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
nicotinamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nicotine,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
niguldipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nikethamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nilotinib,162,16,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|NPC|PC3|SKBR3|YAPC
nimesulide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nimodipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nintedanib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
nisoxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nitrendipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nizofenone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
norethindrone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
norethisterone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
norfloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
norgestrel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nortriptyline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
noscapine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
novobiocin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
nutlin-3,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
odanacatib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ofloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oglemilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
okadaic acid,15,5,A375|A549|MCF7|NPC.TAK|PC3
olanzapine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
olaparib,284,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
olmesartan-medoxomil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
olprinone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
omecamtiv-mecarbil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
omeprazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ondansetron,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oprozomib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
orantinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
orlistat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ornidazole,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
orphenadrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
orteronel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oseltamivir-carboxylate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
osimertinib,170,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
ostarine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
otamixaban,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
otilonium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxandrolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxaprozin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxatomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxfendazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxiconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxiperomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxybenzone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxybuprocaine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxybutynin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxymetazoline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
oxypurinol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ozagrel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
paclitaxel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
palbociclib,186,18,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|NPC|PC3|SKBR3|YAPC
palmitoylethanolamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
palomid-529,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
palonosetron,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
palovarotene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pantoprazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
papaverine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
paracetamol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
paricalcitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
paroxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pasireotide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pazopanib,179,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
pazufloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pelitinib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
pemirolast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
penciclovir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
penfluridol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
penicillin-v-potassium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
penitrem-a,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pentamidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pentobarbital,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pentoxifylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
perampanel,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
perhexiline,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
perindopril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pevonedistat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
